max_depth,train_auc,val_auc
2.0,0.7544531155126699,0.7650887422638228
3.0,0.7836014347372895,0.7791388903096743
4.0,0.8143974659974094,0.797728448104388
5.0,0.8395652968648801,0.7981319511931757
6.0,0.862462888727534,0.7936145636199342
8.0,0.8992138007761901,0.7535072090657483
12.0,0.9331872179100551,0.724679470785808
,0.9404014626932886,0.7409360987502771
