band_days,n,share_patients,share_days,mae_main,bias_main,mae_median_baseline
0-3,442,0.18649789029535865,0.03386357709644973,4.626900846974702,4.626884386344925,5.9434389140271495
4-7,766,0.3232067510548523,0.15333606526841262,2.6722064732987674,2.2878982718141705,2.626631853785901
8-14,594,0.25063291139240507,0.2306001564653727,3.0409183398405446,-1.8077364811228864,2.420875420875421
15-24,325,0.1371308016877637,0.22244160488768022,8.450714830032396,-8.36540082048954,10.372307692307693
25+,243,0.10253164556962026,0.35975859628208473,28.38258289223582,-28.36825520484725,31.74074074074074
