strategy,horizon_hours,split,n,prevalence,auroc,auprc,brier,log_loss,threshold,sensitivity,specificity,precision,alerts_per_100,false_negatives,true_positives,false_positives,true_negatives
median_indicator,6,validation,1800,0.14222222222222222,0.7926398558937824,0.3958818839741159,0.10340091345729559,0.33720923460471,0.1601508875374484,0.72265625,0.7325129533678757,0.3093645484949833,33.22222222222222,71,185,413,1131
median_indicator,6,test,1800,0.14222222222222222,0.8062307723445594,0.3869598401621105,0.10359030422077826,0.3333548213263724,0.1601508875374484,0.69921875,0.7551813471502591,0.3213644524236984,30.944444444444443,77,179,378,1166
median_indicator,12,validation,1800,0.14222222222222222,0.8270042300841969,0.44141127832531235,0.0988301475544056,0.3208240026314162,0.1293792737769312,0.81640625,0.6813471502590673,0.29814550641940085,38.94444444444444,47,209,492,1052
median_indicator,12,test,1800,0.14222222222222222,0.829901028173575,0.4183946903840991,0.09979713643743818,0.3216065457523416,0.1293792737769312,0.7890625,0.7040155440414507,0.30652503793626706,36.611111111111114,54,202,457,1087
median_indicator,24,validation,1800,0.14222222222222222,0.8484329460816061,0.5044387450267044,0.09287823157508558,0.30336366859216546,0.14556077499313783,0.79296875,0.7461139896373057,0.3411764705882353,33.05555555555556,53,203,392,1152
median_indicator,24,test,1800,0.14222222222222222,0.8563365244494818,0.5200652266054713,0.09212224829042573,0.2993025602399023,0.14556077499313783,0.77734375,0.7687823834196891,0.3579136690647482,30.88888888888889,57,199,357,1187
median_indicator,48,validation,1800,0.14222222222222222,0.8739728384067358,0.5532033612930961,0.08711868016331373,0.283320631573122,0.1029612883717615,0.86328125,0.7273316062176166,0.3442367601246106,35.666666666666664,35,221,421,1123
median_indicator,48,test,1800,0.14222222222222222,0.8815222231217616,0.5924611100196372,0.08422672970714742,0.2750593505258704,0.1029612883717615,0.84765625,0.7299222797927462,0.3422712933753943,35.22222222222222,39,217,417,1127
