readout,metric,point_estimate,ci_2_5,ci_97_5,bootstrap_repeats
individual_direct,mae_days,6.624076935187193,6.124365296420583,7.156652508939031,1000
individual_direct,rmse_days,12.36644655133862,10.53898289050935,14.309674495293098,1000
individual_direct,sum_bias_percent,-24.538762554615147,-28.100602055616033,-20.58178566730305,1000
cohort_smeared,mae_days,7.224688530781421,6.775286013962251,7.65617650282504,1000
cohort_smeared,rmse_days,12.2507159006699,10.508318509382475,13.937434052794204,1000
cohort_smeared,sum_bias_percent,-0.7695645093272362,-5.37414329075216,4.818419455232057,1000
