target_sensitivity,n,prevalence,auroc,auprc,brier,log_loss,threshold,sensitivity,specificity,precision,f1,alerts_per_100,false_negatives
0.7,1800,0.14222222222222222,0.8815222231217616,0.5924611100196372,0.08422672970714742,0.2750593505258704,0.20760890836039986,0.68359375,0.8626943005181347,0.45219638242894056,0.5443234836702955,21.5,81
0.8,1800,0.14222222222222222,0.8815222231217616,0.5924611100196372,0.08422672970714742,0.2750593505258704,0.1362605797347986,0.78125,0.7843264248704663,0.37523452157598497,0.5069708491761724,29.61111111111111,56
0.9,1800,0.14222222222222222,0.8815222231217616,0.5924611100196372,0.08422672970714742,0.2750593505258704,0.07696312410312449,0.91796875,0.6580310880829016,0.30799475753604194,0.46123650637880276,42.388888888888886,21
0.95,1800,0.14222222222222222,0.8815222231217616,0.5924611100196372,0.08422672970714742,0.2750593505258704,0.046316564189756514,0.96875,0.5414507772020726,0.2594142259414226,0.40924092409240925,53.11111111111111,8
